file_name,window_size,sigma,zero_threshold,breath_threshold_factor,inhale_count,exhale_count
main_fast_breathing1.wav,300,3.0,2,1.2,8,8
main_fast_breathing1.wav,300,3.0,2,1.3,8,8
main_fast_breathing1.wav,300,3.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,3.0,3,1.2,8,8
main_fast_breathing1.wav,300,3.0,3,1.3,8,8
main_fast_breathing1.wav,300,3.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,3.5,2,1.2,8,8
main_fast_breathing1.wav,300,3.5,2,1.3,8,8
main_fast_breathing1.wav,300,3.5,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,3.5,3,1.2,8,8
main_fast_breathing1.wav,300,3.5,3,1.3,8,8
main_fast_breathing1.wav,300,3.5,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,4.0,2,1.2,8,8
main_fast_breathing1.wav,300,4.0,2,1.3,8,8
main_fast_breathing1.wav,300,4.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,4.0,3,1.2,8,8
main_fast_breathing1.wav,300,4.0,3,1.3,8,8
main_fast_breathing1.wav,300,4.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,4.5,2,1.2,8,8
main_fast_breathing1.wav,300,4.5,2,1.3,8,8
main_fast_breathing1.wav,300,4.5,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,4.5,3,1.2,8,8
main_fast_breathing1.wav,300,4.5,3,1.3,8,8
main_fast_breathing1.wav,300,4.5,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,5.0,2,1.2,8,8
main_fast_breathing1.wav,300,5.0,2,1.3,8,8
main_fast_breathing1.wav,300,5.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,5.0,3,1.2,8,8
main_fast_breathing1.wav,300,5.0,3,1.3,8,8
main_fast_breathing1.wav,300,5.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,5.5,2,1.2,8,8
main_fast_breathing1.wav,300,5.5,2,1.3,8,8
main_fast_breathing1.wav,300,5.5,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,5.5,3,1.2,8,8
main_fast_breathing1.wav,300,5.5,3,1.3,8,8
main_fast_breathing1.wav,300,5.5,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,6.0,2,1.2,8,8
main_fast_breathing1.wav,300,6.0,2,1.3,8,8
main_fast_breathing1.wav,300,6.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,6.0,3,1.2,8,8
main_fast_breathing1.wav,300,6.0,3,1.3,8,8
main_fast_breathing1.wav,300,6.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,6.5,2,1.2,8,8
main_fast_breathing1.wav,300,6.5,2,1.3,8,8
main_fast_breathing1.wav,300,6.5,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,6.5,3,1.2,8,8
main_fast_breathing1.wav,300,6.5,3,1.3,8,8
main_fast_breathing1.wav,300,6.5,3,1.4000000000000001,8,8
main_fast_breathing1.wav,300,7.0,2,1.2,8,8
main_fast_breathing1.wav,300,7.0,2,1.3,8,8
main_fast_breathing1.wav,300,7.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,300,7.0,3,1.2,8,8
main_fast_breathing1.wav,300,7.0,3,1.3,8,8
main_fast_breathing1.wav,300,7.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,350,3.0,2,1.2,8,8
main_fast_breathing1.wav,350,3.0,2,1.3,8,8
main_fast_breathing1.wav,350,3.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,350,3.0,3,1.2,8,8
main_fast_breathing1.wav,350,3.0,3,1.3,8,8
main_fast_breathing1.wav,350,3.0,3,1.4000000000000001,8,8
main_fast_breathing1.wav,350,3.5,2,1.2,8,8
main_fast_breathing1.wav,350,3.5,2,1.3,8,8
main_fast_breathing1.wav,350,3.5,2,1.4000000000000001,8,8
main_fast_breathing1.wav,350,3.5,3,1.2,8,8
main_fast_breathing1.wav,350,3.5,3,1.3,8,8
main_fast_breathing1.wav,350,3.5,3,1.4000000000000001,8,8
main_fast_breathing1.wav,350,4.0,2,1.2,8,8
main_fast_breathing1.wav,350,4.0,2,1.3,8,8
main_fast_breathing1.wav,350,4.0,2,1.4000000000000001,8,8
main_fast_breathing1.wav,350,4.0,3,1.2,8,8
